Wvlgth nm,Global tilt  W*m-2*nm-1,photon energy (J),photon flux (s-1 m-2 nm-1)
280.0,4.7309E-23,7.09455E-19,6.6684E-05
280.5,1.2307E-21,7.08191E-19,1.7378E-03
281.0,5.6895E-21,7.06931E-19,8.0482E-03
281.5,1.5662E-19,7.05675E-19,2.2194E-01
282.0,1.1946E-18,7.04424E-19,1.6959E+00
282.5,4.5436E-18,7.03177E-19,6.4615E+00
283.0,1.8452E-17,7.01935E-19,2.6287E+01
283.5,3.5360E-17,7.00697E-19,5.0464E+01
284.0,7.2670E-16,6.99463E-19,1.0389E+03
284.5,2.4856E-15,6.98234E-19,3.5598E+03
285.0,8.0142E-15,6.97009E-19,1.1498E+04
285.5,4.2613E-14,6.95788E-19,6.1244E+04
286.0,1.3684E-13,6.94572E-19,1.9701E+05
286.5,8.3823E-13,6.93359E-19,1.2089E+06
287.0,2.7367E-12,6.92151E-19,3.9539E+06
287.5,1.0903E-11,6.90948E-19,1.5780E+07
288.0,6.2337E-11,6.89748E-19,9.0376E+07
288.5,1.7162E-10,6.88553E-19,2.4925E+08
289.0,5.6265E-10,6.87362E-19,8.1856E+08
289.5,2.0749E-09,6.86174E-19,3.0239E+09
290.0,6.0168E-09,6.84991E-19,8.7838E+09
290.5,1.3783E-08,6.83812E-19,2.0156E+10
291.0,3.5052E-08,6.82637E-19,5.1348E+10
291.5,1.0913E-07,6.81466E-19,1.6014E+11
292.0,2.6830E-07,6.803E-19,3.9439E+11
292.5,4.2685E-07,6.79137E-19,6.2852E+11
293.0,8.6466E-07,6.77978E-19,1.2754E+12
293.5,2.2707E-06,6.76823E-19,3.3549E+12
294.0,4.1744E-06,6.75672E-19,6.1781E+12
294.5,6.5911E-06,6.74525E-19,9.7715E+12
295.0,1.2290E-05,6.73381E-19,1.8251E+13
295.5,2.7826E-05,6.72242E-19,4.1393E+13
296.0,4.7904E-05,6.71106E-19,7.1381E+13
296.5,7.1345E-05,6.69975E-19,1.0649E+14
297.0,9.6800E-05,6.68847E-19,1.4473E+14
297.5,1.8608E-04,6.67723E-19,2.7868E+14
298.0,2.8988E-04,6.66602E-19,4.3486E+14
298.5,3.5789E-04,6.65486E-19,5.3779E+14
299.0,4.9211E-04,6.64373E-19,7.4071E+14
299.5,8.6068E-04,6.63264E-19,1.2976E+15
300.0,1.0205E-03,6.62158E-19,1.5412E+15
300.5,1.2450E-03,6.61057E-19,1.8833E+15
301.0,1.9300E-03,6.59958E-19,2.9244E+15
301.5,2.6914E-03,6.58864E-19,4.0849E+15
302.0,2.9209E-03,6.57773E-19,4.4406E+15
302.5,4.2840E-03,6.56686E-19,6.5237E+15
303.0,7.0945E-03,6.55602E-19,1.0821E+16
303.5,8.9795E-03,6.54522E-19,1.3719E+16
304.0,9.4701E-03,6.53446E-19,1.4493E+16
304.5,1.1953E-02,6.52373E-19,1.8322E+16
305.0,1.6463E-02,6.51303E-19,2.5277E+16
305.5,1.8719E-02,6.50237E-19,2.8788E+16
306.0,1.8577E-02,6.49175E-19,2.8616E+16
306.5,2.1108E-02,6.48116E-19,3.2568E+16
307.0,2.7849E-02,6.4706E-19,4.3039E+16
307.5,3.5635E-02,6.46008E-19,5.5162E+16
308.0,3.7837E-02,6.44959E-19,5.8666E+16
308.5,4.1430E-02,6.43914E-19,6.4341E+16
309.0,4.0534E-02,6.42872E-19,6.3051E+16
309.5,4.3306E-02,6.41834E-19,6.7472E+16
310.0,5.0939E-02,6.40798E-19,7.9493E+16
310.5,6.5540E-02,6.39766E-19,1.0244E+17
311.0,8.2922E-02,6.38738E-19,1.2982E+17
311.5,8.4080E-02,6.37713E-19,1.3185E+17
312.0,9.3376E-02,6.36691E-19,1.4666E+17
312.5,9.8984E-02,6.35672E-19,1.5572E+17
313.0,1.0733E-01,6.34656E-19,1.6912E+17
313.5,1.0757E-01,6.33644E-19,1.6976E+17
314.0,1.1969E-01,6.32635E-19,1.8919E+17
314.5,1.3060E-01,6.3163E-19,2.0677E+17
315.0,1.3625E-01,6.30627E-19,2.1605E+17
315.5,1.1838E-01,6.29628E-19,1.8802E+17
316.0,1.2348E-01,6.28631E-19,1.9643E+17
316.5,1.5036E-01,6.27638E-19,2.3956E+17
317.0,1.7158E-01,6.26648E-19,2.7381E+17
317.5,1.8245E-01,6.25661E-19,2.9161E+17
318.0,1.7594E-01,6.24678E-19,2.8165E+17
318.5,1.8591E-01,6.23697E-19,2.9808E+17
319.0,2.0470E-01,6.22719E-19,3.2872E+17
319.5,1.9589E-01,6.21745E-19,3.1506E+17
320.0,2.0527E-01,6.20773E-19,3.3067E+17
320.5,2.4525E-01,6.19805E-19,3.9569E+17
321.0,2.5024E-01,6.1884E-19,4.0437E+17
321.5,2.3843E-01,6.17877E-19,3.8589E+17
322.0,2.2203E-01,6.16918E-19,3.5990E+17
322.5,2.1709E-01,6.15961E-19,3.5244E+17
323.0,2.1226E-01,6.15008E-19,3.4513E+17
323.5,2.4861E-01,6.14057E-19,4.0486E+17
324.0,2.7537E-01,6.1311E-19,4.4914E+17
324.5,2.8321E-01,6.12165E-19,4.6264E+17
325.0,2.7894E-01,6.11223E-19,4.5636E+17
325.5,3.2436E-01,6.10284E-19,5.3149E+17
326.0,3.8120E-01,6.09348E-19,6.2559E+17
326.5,4.0722E-01,6.08415E-19,6.6931E+17
327.0,3.9806E-01,6.07485E-19,6.5526E+17
327.5,3.8465E-01,6.06557E-19,6.3415E+17
328.0,3.5116E-01,6.05633E-19,5.7982E+17
328.5,3.7164E-01,6.04711E-19,6.1457E+17
329.0,4.2235E-01,6.03792E-19,6.9950E+17
329.5,4.6878E-01,6.02876E-19,7.7757E+17
330.0,4.7139E-01,6.01962E-19,7.8309E+17
330.5,4.2800E-01,6.01051E-19,7.1209E+17
331.0,4.0262E-01,6.00143E-19,6.7087E+17
331.5,4.1806E-01,5.99238E-19,6.9765E+17
332.0,4.3623E-01,5.98336E-19,7.2907E+17
332.5,4.3919E-01,5.97436E-19,7.3512E+17
333.0,4.2944E-01,5.96539E-19,7.1989E+17
333.5,4.0724E-01,5.95645E-19,6.8370E+17
334.0,4.1497E-01,5.94753E-19,6.9772E+17
334.5,4.4509E-01,5.93864E-19,7.4948E+17
335.0,4.6388E-01,5.92978E-19,7.8229E+17
335.5,4.5313E-01,5.92094E-19,7.6530E+17
336.0,4.1519E-01,5.91213E-19,7.0227E+17
336.5,3.8214E-01,5.90334E-19,6.4733E+17
337.0,3.7380E-01,5.89458E-19,6.3414E+17
337.5,4.0051E-01,5.88585E-19,6.8046E+17
338.0,4.3411E-01,5.87714E-19,7.3864E+17
338.5,4.5527E-01,5.86846E-19,7.7579E+17
339.0,4.6355E-01,5.85981E-19,7.9107E+17
339.5,4.7446E-01,5.85118E-19,8.1088E+17
340.0,5.0180E-01,5.84257E-19,8.5887E+17
340.5,5.0071E-01,5.83399E-19,8.5826E+17
341.0,4.7139E-01,5.82544E-19,8.0919E+17
341.5,4.6935E-01,5.81691E-19,8.0687E+17
342.0,4.8934E-01,5.80841E-19,8.4247E+17
342.5,5.0767E-01,5.79993E-19,8.7530E+17
343.0,5.1489E-01,5.79147E-19,8.8905E+17
343.5,4.8609E-01,5.78304E-19,8.4054E+17
344.0,4.1843E-01,5.77464E-19,7.2460E+17
344.5,4.0307E-01,5.76625E-19,6.9902E+17
345.0,4.5898E-01,5.7579E-19,7.9713E+17
345.5,4.8932E-01,5.74957E-19,8.5106E+17
346.0,4.7778E-01,5.74126E-19,8.3219E+17
346.5,4.8657E-01,5.73297E-19,8.4872E+17
347.0,4.9404E-01,5.72471E-19,8.6300E+17
347.5,4.7674E-01,5.71647E-19,8.3398E+17
348.0,4.7511E-01,5.70826E-19,8.3232E+17
348.5,4.8336E-01,5.70007E-19,8.4799E+17
349.0,4.6564E-01,5.6919E-19,8.1807E+17
349.5,4.7805E-01,5.68376E-19,8.4108E+17
350.0,5.2798E-01,5.67564E-19,9.3026E+17
350.5,5.6741E-01,5.66755E-19,1.0012E+18
351.0,5.5172E-01,5.65947E-19,9.7486E+17
351.5,5.3022E-01,5.65142E-19,9.3821E+17
352.0,5.1791E-01,5.64339E-19,9.1773E+17
352.5,4.8962E-01,5.63539E-19,8.6883E+17
353.0,5.2040E-01,5.62741E-19,9.2476E+17
353.5,5.7228E-01,5.61945E-19,1.0184E+18
354.0,6.0498E-01,5.61151E-19,1.0781E+18
354.5,6.1156E-01,5.6036E-19,1.0914E+18
355.0,6.1140E-01,5.5957E-19,1.0926E+18
355.5,5.9028E-01,5.58783E-19,1.0564E+18
356.0,5.5387E-01,5.57999E-19,9.9260E+17
356.5,5.1942E-01,5.57216E-19,9.3217E+17
357.0,4.5673E-01,5.56436E-19,8.2081E+17
357.5,4.6215E-01,5.55657E-19,8.3172E+17
358.0,4.3006E-01,5.54881E-19,7.7505E+17
358.5,3.9926E-01,5.54107E-19,7.2055E+17
359.0,4.6953E-01,5.53336E-19,8.4854E+17
359.5,5.6549E-01,5.52566E-19,1.0234E+18
360.0,5.9817E-01,5.51799E-19,1.0840E+18
360.5,5.6531E-01,5.51033E-19,1.0259E+18
361.0,5.2024E-01,5.5027E-19,9.4543E+17
361.5,5.0956E-01,5.49509E-19,9.2730E+17
362.0,5.3420E-01,5.4875E-19,9.7349E+17
362.5,5.8510E-01,5.47993E-19,1.0677E+18
363.0,6.0191E-01,5.47238E-19,1.0999E+18
363.5,5.8541E-01,5.46486E-19,1.0712E+18
364.0,6.0628E-01,5.45735E-19,1.1109E+18
364.5,6.0058E-01,5.44986E-19,1.1020E+18
365.0,6.2359E-01,5.4424E-19,1.1458E+18
365.5,6.8628E-01,5.43495E-19,1.2627E+18
366.0,7.3532E-01,5.42753E-19,1.3548E+18
366.5,7.3658E-01,5.42012E-19,1.3590E+18
367.0,7.2285E-01,5.41274E-19,1.3355E+18
367.5,7.0914E-01,5.40537E-19,1.3119E+18
368.0,6.6759E-01,5.39803E-19,1.2367E+18
368.5,6.6310E-01,5.39071E-19,1.2301E+18
369.0,6.9315E-01,5.3834E-19,1.2876E+18
369.5,7.4469E-01,5.37612E-19,1.3852E+18
370.0,7.5507E-01,5.36885E-19,1.4064E+18
370.5,6.8261E-01,5.36161E-19,1.2731E+18
371.0,6.9338E-01,5.35438E-19,1.2950E+18
371.5,7.2051E-01,5.34717E-19,1.3475E+18
372.0,6.7444E-01,5.33999E-19,1.2630E+18
372.5,6.4253E-01,5.33282E-19,1.2049E+18
373.0,6.1886E-01,5.32567E-19,1.1620E+18
373.5,5.5786E-01,5.31854E-19,1.0489E+18
374.0,5.5640E-01,5.31143E-19,1.0476E+18
374.5,5.5227E-01,5.30434E-19,1.0412E+18
375.0,5.8930E-01,5.29727E-19,1.1125E+18
375.5,6.5162E-01,5.29021E-19,1.2317E+18
376.0,6.7480E-01,5.28318E-19,1.2773E+18
376.5,6.6390E-01,5.27616E-19,1.2583E+18
377.0,7.1225E-01,5.26916E-19,1.3517E+18
377.5,7.9455E-01,5.26218E-19,1.5099E+18
378.0,8.5595E-01,5.25522E-19,1.6288E+18
378.5,8.3418E-01,5.24828E-19,1.5894E+18
379.0,7.4389E-01,5.24136E-19,1.4193E+18
379.5,6.6683E-01,5.23445E-19,1.2739E+18
380.0,7.0077E-01,5.22757E-19,1.3405E+18
380.5,7.5075E-01,5.2207E-19,1.4380E+18
381.0,7.6383E-01,5.21384E-19,1.4650E+18
381.5,6.8837E-01,5.20701E-19,1.3220E+18
382.0,5.8678E-01,5.2002E-19,1.1284E+18
382.5,5.0762E-01,5.1934E-19,9.7743E+17
383.0,4.5499E-01,5.18662E-19,8.7724E+17
383.5,4.4049E-01,5.17986E-19,8.5039E+17
384.0,5.0968E-01,5.17311E-19,9.8525E+17
384.5,6.1359E-01,5.16638E-19,1.1877E+18
385.0,6.7355E-01,5.15967E-19,1.3054E+18
385.5,6.4363E-01,5.15298E-19,1.2490E+18
386.0,6.2100E-01,5.14631E-19,1.2067E+18
386.5,6.4570E-01,5.13965E-19,1.2563E+18
387.0,6.5147E-01,5.13301E-19,1.2692E+18
387.5,6.4204E-01,5.12639E-19,1.2524E+18
388.0,6.3582E-01,5.11978E-19,1.2419E+18
388.5,6.3136E-01,5.11319E-19,1.2348E+18
389.0,6.8543E-01,5.10662E-19,1.3422E+18
389.5,7.5970E-01,5.10006E-19,1.4896E+18
390.0,7.9699E-01,5.09353E-19,1.5647E+18
390.5,8.0371E-01,5.087E-19,1.5799E+18
391.0,8.5138E-01,5.0805E-19,1.6758E+18
391.5,8.6344E-01,5.07401E-19,1.7017E+18
392.0,7.9493E-01,5.06754E-19,1.5687E+18
392.5,6.6257E-01,5.06108E-19,1.3091E+18
393.0,4.7975E-01,5.05464E-19,9.4913E+17
393.5,3.8152E-01,5.04822E-19,7.5575E+17
394.0,4.9567E-01,5.04181E-19,9.8312E+17
394.5,6.8385E-01,5.03542E-19,1.3581E+18
395.0,8.0772E-01,5.02905E-19,1.6061E+18
395.5,8.6038E-01,5.02269E-19,1.7130E+18
396.0,7.5655E-01,5.01635E-19,1.5082E+18
396.5,5.5017E-01,5.01002E-19,1.0981E+18
397.0,4.2619E-01,5.00371E-19,8.5175E+17
397.5,6.2945E-01,4.99742E-19,1.2595E+18
398.0,8.5249E-01,4.99114E-19,1.7080E+18
398.5,1.0069E+00,4.98488E-19,2.0199E+18
399.0,1.0693E+00,4.97863E-19,2.1478E+18
399.5,1.1021E+00,4.9724E-19,2.2164E+18
400.0,1.1141E+00,4.96619E-19,2.2434E+18
401.0,1.1603E+00,4.9538E-19,2.3422E+18
402.0,1.2061E+00,4.94148E-19,2.4408E+18
403.0,1.1613E+00,4.92922E-19,2.3560E+18
404.0,1.1801E+00,4.91702E-19,2.4000E+18
405.0,1.1511E+00,4.90488E-19,2.3468E+18
406.0,1.1227E+00,4.8928E-19,2.2946E+18
407.0,1.1026E+00,4.88077E-19,2.2591E+18
408.0,1.1514E+00,4.86881E-19,2.3648E+18
409.0,1.2299E+00,4.85691E-19,2.5323E+18
410.0,1.0485E+00,4.84506E-19,2.1641E+18
411.0,1.1738E+00,4.83327E-19,2.4286E+18
412.0,1.2478E+00,4.82154E-19,2.5880E+18
413.0,1.1971E+00,4.80987E-19,2.4888E+18
414.0,1.1842E+00,4.79825E-19,2.4680E+18
415.0,1.2258E+00,4.78669E-19,2.5609E+18
416.0,1.2624E+00,4.77518E-19,2.6437E+18
417.0,1.2312E+00,4.76373E-19,2.5845E+18
418.0,1.1777E+00,4.75233E-19,2.4782E+18
419.0,1.2258E+00,4.74099E-19,2.5855E+18
420.0,1.1232E+00,4.7297E-19,2.3748E+18
421.0,1.2757E+00,4.71847E-19,2.7036E+18
422.0,1.2583E+00,4.70729E-19,2.6731E+18
423.0,1.2184E+00,4.69616E-19,2.5945E+18
424.0,1.2117E+00,4.68508E-19,2.5863E+18
425.0,1.2488E+00,4.67406E-19,2.6718E+18
426.0,1.2135E+00,4.66309E-19,2.6024E+18
427.0,1.1724E+00,4.65217E-19,2.5201E+18
428.0,1.1839E+00,4.6413E-19,2.5508E+18
429.0,1.0963E+00,4.63048E-19,2.3676E+18
430.0,8.7462E-01,4.61971E-19,1.8932E+18
431.0,7.9394E-01,4.60899E-19,1.7226E+18
432.0,1.3207E+00,4.59832E-19,2.8721E+18
433.0,1.2288E+00,4.5877E-19,2.6785E+18
434.0,1.1352E+00,4.57713E-19,2.4802E+18
435.0,1.2452E+00,4.56661E-19,2.7267E+18
436.0,1.3659E+00,4.55613E-19,2.9979E+18
437.0,1.3943E+00,4.54571E-19,3.0673E+18
438.0,1.2238E+00,4.53533E-19,2.6984E+18
439.0,1.1775E+00,4.525E-19,2.6022E+18
440.0,1.3499E+00,4.51472E-19,2.9900E+18
441.0,1.3313E+00,4.50448E-19,2.9555E+18
442.0,1.4250E+00,4.49429E-19,3.1707E+18
443.0,1.4453E+00,4.48414E-19,3.2231E+18
444.0,1.4084E+00,4.47404E-19,3.1479E+18
445.0,1.4619E+00,4.46399E-19,3.2749E+18
446.0,1.3108E+00,4.45398E-19,2.9430E+18
447.0,1.4903E+00,4.44402E-19,3.3535E+18
448.0,1.5081E+00,4.4341E-19,3.4011E+18
449.0,1.5045E+00,4.42422E-19,3.4006E+18
450.0,1.5595E+00,4.41439E-19,3.5328E+18
451.0,1.6173E+00,4.4046E-19,3.6718E+18
452.0,1.5482E+00,4.39486E-19,3.5228E+18
453.0,1.4297E+00,4.38515E-19,3.2603E+18
454.0,1.5335E+00,4.3755E-19,3.5047E+18
455.0,1.5224E+00,4.36588E-19,3.4870E+18
456.0,1.5724E+00,4.3563E-19,3.6095E+18
457.0,1.5854E+00,4.34677E-19,3.6473E+18
458.0,1.5514E+00,4.33728E-19,3.5769E+18
459.0,1.5391E+00,4.32783E-19,3.5563E+18
460.0,1.5291E+00,4.31842E-19,3.5409E+18
461.0,1.5827E+00,4.30906E-19,3.6730E+18
462.0,1.5975E+00,4.29973E-19,3.7154E+18
463.0,1.6031E+00,4.29044E-19,3.7364E+18
464.0,1.5544E+00,4.2812E-19,3.6308E+18
465.0,1.5350E+00,4.27199E-19,3.5932E+18
466.0,1.5673E+00,4.26282E-19,3.6767E+18
467.0,1.4973E+00,4.25369E-19,3.5200E+18
468.0,1.5619E+00,4.2446E-19,3.6797E+18
469.0,1.5682E+00,4.23555E-19,3.7025E+18
470.0,1.5077E+00,4.22654E-19,3.5672E+18
471.0,1.5331E+00,4.21757E-19,3.6350E+18
472.0,1.6126E+00,4.20863E-19,3.8316E+18
473.0,1.5499E+00,4.19974E-19,3.6905E+18
474.0,1.5671E+00,4.19088E-19,3.7393E+18
475.0,1.6185E+00,4.18205E-19,3.8701E+18
476.0,1.5631E+00,4.17327E-19,3.7455E+18
477.0,1.5724E+00,4.16452E-19,3.7757E+18
478.0,1.6230E+00,4.15581E-19,3.9054E+18
479.0,1.5916E+00,4.14713E-19,3.8378E+18
480.0,1.6181E+00,4.13849E-19,3.9099E+18
481.0,1.6177E+00,4.12989E-19,3.9171E+18
482.0,1.6236E+00,4.12132E-19,3.9395E+18
483.0,1.6038E+00,4.11278E-19,3.8995E+18
484.0,1.5734E+00,4.10429E-19,3.8336E+18
485.0,1.5683E+00,4.09582E-19,3.8290E+18
486.0,1.2716E+00,4.0874E-19,3.1110E+18
487.0,1.4241E+00,4.079E-19,3.4913E+18
488.0,1.5413E+00,4.07065E-19,3.7864E+18
489.0,1.4519E+00,4.06232E-19,3.5741E+18
490.0,1.6224E+00,4.05403E-19,4.0019E+18
491.0,1.5595E+00,4.04577E-19,3.8546E+18
492.0,1.4869E+00,4.03755E-19,3.6827E+18
493.0,1.5903E+00,4.02936E-19,3.9468E+18
494.0,1.5525E+00,4.0212E-19,3.8608E+18
495.0,1.6485E+00,4.01308E-19,4.1078E+18
496.0,1.5676E+00,4.00499E-19,3.9141E+18
497.0,1.5944E+00,3.99693E-19,3.9891E+18
498.0,1.5509E+00,3.98891E-19,3.8880E+18
499.0,1.5507E+00,3.98091E-19,3.8953E+18
500.0,1.5451E+00,3.97295E-19,3.8891E+18
501.0,1.4978E+00,3.96502E-19,3.7775E+18
502.0,1.4966E+00,3.95712E-19,3.7820E+18
503.0,1.5653E+00,3.94925E-19,3.9635E+18
504.0,1.4587E+00,3.94142E-19,3.7010E+18
505.0,1.5635E+00,3.93361E-19,3.9747E+18
506.0,1.6264E+00,3.92584E-19,4.1428E+18
507.0,1.5560E+00,3.9181E-19,3.9713E+18
508.0,1.5165E+00,3.91038E-19,3.8781E+18
509.0,1.5893E+00,3.9027E-19,4.0723E+18
510.0,1.5481E+00,3.89505E-19,3.9745E+18
511.0,1.5769E+00,3.88743E-19,4.0564E+18
512.0,1.6186E+00,3.87983E-19,4.1718E+18
513.0,1.5206E+00,3.87227E-19,3.9269E+18
514.0,1.4885E+00,3.86474E-19,3.8515E+18
515.0,1.5314E+00,3.85723E-19,3.9702E+18
516.0,1.5455E+00,3.84976E-19,4.0145E+18
517.0,1.2594E+00,3.84231E-19,3.2777E+18
518.0,1.4403E+00,3.83489E-19,3.7558E+18
519.0,1.3957E+00,3.8275E-19,3.6465E+18
520.0,1.5236E+00,3.82014E-19,3.9883E+18
521.0,1.5346E+00,3.81281E-19,4.0249E+18
522.0,1.5690E+00,3.80551E-19,4.1230E+18
523.0,1.4789E+00,3.79823E-19,3.8937E+18
524.0,1.5905E+00,3.79098E-19,4.1955E+18
525.0,1.5781E+00,3.78376E-19,4.1707E+18
526.0,1.5341E+00,3.77657E-19,4.0622E+18
527.0,1.3417E+00,3.7694E-19,3.5595E+18
528.0,1.5357E+00,3.76226E-19,4.0819E+18
529.0,1.6071E+00,3.75515E-19,4.2797E+18
530.0,1.5446E+00,3.74807E-19,4.1211E+18
531.0,1.6292E+00,3.74101E-19,4.3550E+18
532.0,1.5998E+00,3.73398E-19,4.2844E+18
533.0,1.4286E+00,3.72697E-19,3.8331E+18
534.0,1.5302E+00,3.71999E-19,4.1135E+18
535.0,1.5535E+00,3.71304E-19,4.1839E+18
536.0,1.6199E+00,3.70611E-19,4.3709E+18
537.0,1.4989E+00,3.69921E-19,4.0519E+18
538.0,1.5738E+00,3.69233E-19,4.2623E+18
539.0,1.5352E+00,3.68548E-19,4.1655E+18
540.0,1.4825E+00,3.67866E-19,4.0300E+18
541.0,1.4251E+00,3.67186E-19,3.8811E+18
542.0,1.5511E+00,3.66508E-19,4.2321E+18
543.0,1.5256E+00,3.65833E-19,4.1702E+18
544.0,1.5792E+00,3.65161E-19,4.3247E+18
545.0,1.5435E+00,3.64491E-19,4.2347E+18
546.0,1.5291E+00,3.63823E-19,4.2029E+18
547.0,1.5490E+00,3.63158E-19,4.2654E+18
548.0,1.5049E+00,3.62495E-19,4.1515E+18
549.0,1.5520E+00,3.61835E-19,4.2892E+18
550.0,1.5399E+00,3.61177E-19,4.2636E+18
551.0,1.5382E+00,3.60522E-19,4.2666E+18
552.0,1.5697E+00,3.59869E-19,4.3619E+18
553.0,1.5250E+00,3.59218E-19,4.2453E+18
554.0,1.5549E+00,3.58569E-19,4.3364E+18
555.0,1.5634E+00,3.57923E-19,4.3680E+18
556.0,1.5366E+00,3.5728E-19,4.3008E+18
557.0,1.4988E+00,3.56638E-19,4.2026E+18
558.0,1.5310E+00,3.55999E-19,4.3006E+18
559.0,1.4483E+00,3.55362E-19,4.0756E+18
560.0,1.4740E+00,3.54728E-19,4.1553E+18
561.0,1.5595E+00,3.54095E-19,4.4042E+18
562.0,1.4847E+00,3.53465E-19,4.2004E+18
563.0,1.5408E+00,3.52837E-19,4.3669E+18
564.0,1.5106E+00,3.52212E-19,4.2889E+18
565.0,1.5201E+00,3.51588E-19,4.3235E+18
566.0,1.4374E+00,3.50967E-19,4.0955E+18
567.0,1.5320E+00,3.50348E-19,4.3728E+18
568.0,1.5180E+00,3.49731E-19,4.3405E+18
569.0,1.4807E+00,3.49117E-19,4.2413E+18
570.0,1.4816E+00,3.48504E-19,4.2513E+18
571.0,1.4331E+00,3.47894E-19,4.1194E+18
572.0,1.5134E+00,3.47286E-19,4.3578E+18
573.0,1.5198E+00,3.4668E-19,4.3839E+18
574.0,1.5119E+00,3.46076E-19,4.3687E+18
575.0,1.4777E+00,3.45474E-19,4.2773E+18
576.0,1.4654E+00,3.44874E-19,4.2491E+18
577.0,1.5023E+00,3.44276E-19,4.3636E+18
578.0,1.4560E+00,3.43681E-19,4.2365E+18
579.0,1.4770E+00,3.43087E-19,4.3050E+18
580.0,1.5020E+00,3.42496E-19,4.3855E+18
581.0,1.5089E+00,3.41906E-19,4.4132E+18
582.0,1.5320E+00,3.41319E-19,4.4885E+18
583.0,1.5479E+00,3.40733E-19,4.5428E+18
584.0,1.5448E+00,3.4015E-19,4.5415E+18
585.0,1.5324E+00,3.39568E-19,4.5128E+18
586.0,1.4953E+00,3.38989E-19,4.4111E+18
587.0,1.5281E+00,3.38411E-19,4.5155E+18
588.0,1.4934E+00,3.37836E-19,4.4205E+18
589.0,1.2894E+00,3.37262E-19,3.8231E+18
590.0,1.3709E+00,3.36691E-19,4.0717E+18
591.0,1.4662E+00,3.36121E-19,4.3621E+18
592.0,1.4354E+00,3.35553E-19,4.2777E+18
593.0,1.4561E+00,3.34987E-19,4.3467E+18
594.0,1.4491E+00,3.34423E-19,4.3331E+18
595.0,1.4308E+00,3.33861E-19,4.2856E+18
596.0,1.4745E+00,3.33301E-19,4.4239E+18
597.0,1.4788E+00,3.32743E-19,4.4443E+18
598.0,1.4607E+00,3.32186E-19,4.3972E+18
599.0,1.4606E+00,3.31632E-19,4.4043E+18
600.0,1.4753E+00,3.31079E-19,4.4560E+18
601.0,1.4579E+00,3.30528E-19,4.4108E+18
602.0,1.4360E+00,3.29979E-19,4.3518E+18
603.0,1.4664E+00,3.29432E-19,4.4513E+18
604.0,1.4921E+00,3.28887E-19,4.5368E+18
605.0,1.4895E+00,3.28343E-19,4.5364E+18
606.0,1.4822E+00,3.27801E-19,4.5216E+18
607.0,1.4911E+00,3.27261E-19,4.5563E+18
608.0,1.4862E+00,3.26723E-19,4.5488E+18
609.0,1.4749E+00,3.26186E-19,4.5216E+18
610.0,1.4686E+00,3.25652E-19,4.5097E+18
611.0,1.4611E+00,3.25119E-19,4.4941E+18
612.0,1.4831E+00,3.24587E-19,4.5692E+18
613.0,1.4621E+00,3.24058E-19,4.5118E+18
614.0,1.4176E+00,3.2353E-19,4.3817E+18
615.0,1.4697E+00,3.23004E-19,4.5501E+18
616.0,1.4310E+00,3.2248E-19,4.4375E+18
617.0,1.4128E+00,3.21957E-19,4.3882E+18
618.0,1.4664E+00,3.21436E-19,4.5620E+18
619.0,1.4733E+00,3.20917E-19,4.5909E+18
620.0,1.4739E+00,3.20399E-19,4.6002E+18
621.0,1.4802E+00,3.19883E-19,4.6273E+18
622.0,1.4269E+00,3.19369E-19,4.4679E+18
623.0,1.4165E+00,3.18856E-19,4.4424E+18
624.0,1.4118E+00,3.18345E-19,4.4348E+18
625.0,1.4026E+00,3.17836E-19,4.4130E+18
626.0,1.4012E+00,3.17328E-19,4.4156E+18
627.0,1.4417E+00,3.16822E-19,4.5505E+18
628.0,1.3631E+00,3.16318E-19,4.3093E+18
629.0,1.4114E+00,3.15815E-19,4.4691E+18
630.0,1.3924E+00,3.15313E-19,4.4159E+18
631.0,1.4161E+00,3.14814E-19,4.4982E+18
632.0,1.3638E+00,3.14316E-19,4.3390E+18
633.0,1.4508E+00,3.13819E-19,4.6230E+18
634.0,1.4284E+00,3.13324E-19,4.5589E+18
635.0,1.4458E+00,3.12831E-19,4.6217E+18
636.0,1.4128E+00,3.12339E-19,4.5233E+18
637.0,1.4610E+00,3.11848E-19,4.6850E+18
638.0,1.4707E+00,3.1136E-19,4.7235E+18
639.0,1.4646E+00,3.10872E-19,4.7113E+18
640.0,1.4340E+00,3.10387E-19,4.6200E+18
641.0,1.4348E+00,3.09902E-19,4.6298E+18
642.0,1.4376E+00,3.0942E-19,4.6461E+18
643.0,1.4525E+00,3.08939E-19,4.7016E+18
644.0,1.4462E+00,3.08459E-19,4.6885E+18
645.0,1.4567E+00,3.07981E-19,4.7298E+18
646.0,1.4150E+00,3.07504E-19,4.6016E+18
647.0,1.4086E+00,3.07029E-19,4.5878E+18
648.0,1.3952E+00,3.06555E-19,4.5512E+18
649.0,1.3519E+00,3.06082E-19,4.4168E+18
650.0,1.3594E+00,3.05612E-19,4.4481E+18
651.0,1.4447E+00,3.05142E-19,4.7345E+18
652.0,1.3871E+00,3.04674E-19,4.5527E+18
653.0,1.4311E+00,3.04207E-19,4.7044E+18
654.0,1.4153E+00,3.03742E-19,4.6595E+18
655.0,1.3499E+00,3.03279E-19,4.4510E+18
656.0,1.1851E+00,3.02816E-19,3.9136E+18
657.0,1.2393E+00,3.02355E-19,4.0988E+18
