Wvlgth nm,Global tilt  W*m-2*nm-1,photon energy (J),photon flux (s-1 m-2 nm-1)
1453.0,8.1978E-02,1.36715E-19,5.9963E+17
1454.0,1.3759E-01,1.36621E-19,1.0071E+18
1455.0,6.6150E-02,1.36527E-19,4.8452E+17
1456.0,8.8509E-02,1.36434E-19,6.4873E+17
1457.0,1.1700E-01,1.3634E-19,8.5815E+17
1458.0,1.3643E-01,1.36247E-19,1.0013E+18
1459.0,1.6307E-01,1.36153E-19,1.1977E+18
1460.0,8.5421E-02,1.3606E-19,6.2782E+17
1461.0,9.0276E-02,1.35967E-19,6.6396E+17
1462.0,1.3060E-01,1.35874E-19,9.6119E+17
1463.0,4.3225E-02,1.35781E-19,3.1834E+17
1464.0,1.5184E-01,1.35688E-19,1.1190E+18
1465.0,9.3383E-02,1.35596E-19,6.8869E+17
1466.0,6.5197E-02,1.35503E-19,4.8115E+17
1467.0,3.6054E-02,1.35411E-19,2.6626E+17
1468.0,7.6942E-02,1.35318E-19,5.6860E+17
1469.0,9.4845E-02,1.35226E-19,7.0138E+17
1470.0,4.9678E-02,1.35134E-19,3.6762E+17
1471.0,1.7848E-02,1.35042E-19,1.3217E+17
1472.0,4.6771E-02,1.34951E-19,3.4658E+17
1473.0,7.0198E-02,1.34859E-19,5.2053E+17
1474.0,9.7339E-02,1.34768E-19,7.2227E+17
1475.0,1.8463E-01,1.34676E-19,1.3709E+18
1476.0,6.8778E-02,1.34585E-19,5.1104E+17
1477.0,6.9736E-02,1.34494E-19,5.1851E+17
1478.0,6.3480E-02,1.34403E-19,4.7231E+17
1479.0,1.2001E-01,1.34312E-19,8.9352E+17
1480.0,6.0637E-02,1.34221E-19,4.5177E+17
1481.0,1.1529E-01,1.34131E-19,8.5954E+17
1482.0,5.8490E-02,1.3404E-19,4.3636E+17
1483.0,1.4859E-01,1.3395E-19,1.1093E+18
1484.0,1.3747E-01,1.33859E-19,1.0270E+18
1485.0,1.2503E-01,1.33769E-19,9.3467E+17
1486.0,1.2340E-01,1.33679E-19,9.2310E+17
1487.0,6.0629E-02,1.33589E-19,4.5385E+17
1488.0,9.4180E-02,1.335E-19,7.0547E+17
1489.0,1.8973E-01,1.3341E-19,1.4222E+18
1490.0,1.7478E-01,1.3332E-19,1.3110E+18
1491.0,1.9778E-01,1.33231E-19,1.4845E+18
1492.0,1.6441E-01,1.33142E-19,1.2348E+18
1493.0,1.8157E-01,1.33053E-19,1.3646E+18
1494.0,2.0367E-01,1.32964E-19,1.5318E+18
1495.0,1.8253E-01,1.32875E-19,1.3737E+18
1496.0,1.6852E-01,1.32786E-19,1.2691E+18
1497.0,2.2850E-01,1.32697E-19,1.7220E+18
1498.0,1.8968E-01,1.32608E-19,1.4304E+18
1499.0,2.1759E-01,1.3252E-19,1.6419E+18
1500.0,2.5061E-01,1.32432E-19,1.8924E+18
1501.0,2.6552E-01,1.32343E-19,2.0063E+18
1502.0,2.3356E-01,1.32255E-19,1.7660E+18
1503.0,1.8493E-01,1.32167E-19,1.3992E+18
1504.0,1.6029E-01,1.32079E-19,1.2136E+18
1505.0,1.8402E-01,1.31992E-19,1.3942E+18
1506.0,2.5773E-01,1.31904E-19,1.9539E+18
1507.0,2.5514E-01,1.31817E-19,1.9356E+18
1508.0,2.4302E-01,1.31729E-19,1.8448E+18
1509.0,1.8690E-01,1.31642E-19,1.4198E+18
1510.0,2.7052E-01,1.31555E-19,2.0563E+18
1511.0,2.6474E-01,1.31468E-19,2.0137E+18
1512.0,2.6068E-01,1.31381E-19,1.9842E+18
1513.0,2.4239E-01,1.31294E-19,1.8462E+18
1514.0,2.2571E-01,1.31207E-19,1.7203E+18
1515.0,2.6573E-01,1.3112E-19,2.0266E+18
1516.0,2.5683E-01,1.31034E-19,1.9600E+18
1517.0,2.4929E-01,1.30948E-19,1.9037E+18
1518.0,2.5211E-01,1.30861E-19,1.9265E+18
1519.0,2.4437E-01,1.30775E-19,1.8686E+18
1520.0,2.6450E-01,1.30689E-19,2.0239E+18
1521.0,2.7505E-01,1.30603E-19,2.1060E+18
1522.0,2.6378E-01,1.30517E-19,2.0210E+18
1523.0,2.8004E-01,1.30432E-19,2.1470E+18
1524.0,2.7539E-01,1.30346E-19,2.1128E+18
1525.0,2.5884E-01,1.30261E-19,1.9871E+18
1526.0,2.6745E-01,1.30175E-19,2.0545E+18
1527.0,2.6220E-01,1.3009E-19,2.0155E+18
1528.0,2.7928E-01,1.30005E-19,2.1482E+18
1529.0,2.7244E-01,1.2992E-19,2.0970E+18
1530.0,2.5522E-01,1.29835E-19,1.9657E+18
1531.0,2.6973E-01,1.2975E-19,2.0788E+18
1532.0,2.7839E-01,1.29665E-19,2.1470E+18
1533.0,2.7714E-01,1.29581E-19,2.1387E+18
1534.0,2.6892E-01,1.29496E-19,2.0767E+18
1535.0,2.6686E-01,1.29412E-19,2.0621E+18
1536.0,2.7464E-01,1.29328E-19,2.1236E+18
1537.0,2.7336E-01,1.29244E-19,2.1151E+18
1538.0,2.7202E-01,1.2916E-19,2.1061E+18
1539.0,2.7295E-01,1.29076E-19,2.1147E+18
1540.0,2.6491E-01,1.28992E-19,2.0537E+18
1541.0,2.6904E-01,1.28908E-19,2.0871E+18
1542.0,2.6927E-01,1.28825E-19,2.0902E+18
1543.0,2.7208E-01,1.28741E-19,2.1134E+18
1544.0,2.7210E-01,1.28658E-19,2.1149E+18
1545.0,2.7705E-01,1.28574E-19,2.1548E+18
1546.0,2.7481E-01,1.28491E-19,2.1387E+18
1547.0,2.7309E-01,1.28408E-19,2.1267E+18
1548.0,2.6675E-01,1.28325E-19,2.0787E+18
1549.0,2.7342E-01,1.28242E-19,2.1321E+18
1550.0,2.6990E-01,1.2816E-19,2.1060E+18
1551.0,2.7058E-01,1.28077E-19,2.1126E+18
1552.0,2.7182E-01,1.27995E-19,2.1237E+18
1553.0,2.7132E-01,1.27912E-19,2.1211E+18
1554.0,2.6474E-01,1.2783E-19,2.0710E+18
1555.0,2.6759E-01,1.27748E-19,2.0947E+18
1556.0,2.6310E-01,1.27665E-19,2.0609E+18
1557.0,2.7062E-01,1.27583E-19,2.1211E+18
1558.0,2.6848E-01,1.27502E-19,2.1057E+18
1559.0,2.6808E-01,1.2742E-19,2.1039E+18
1560.0,2.6568E-01,1.27338E-19,2.0864E+18
1561.0,2.7002E-01,1.27257E-19,2.1219E+18
1562.0,2.6756E-01,1.27175E-19,2.1039E+18
1563.0,2.6667E-01,1.27094E-19,2.0982E+18
1564.0,2.6264E-01,1.27012E-19,2.0678E+18
1565.0,2.6728E-01,1.26931E-19,2.1057E+18
1566.0,2.6245E-01,1.2685E-19,2.0690E+18
1567.0,2.6308E-01,1.26769E-19,2.0753E+18
1568.0,2.5722E-01,1.26688E-19,2.0303E+18
1569.0,2.5452E-01,1.26608E-19,2.0103E+18
1570.0,2.4175E-01,1.26527E-19,1.9107E+18
1571.0,2.3507E-01,1.26447E-19,1.8590E+18
1572.0,2.3775E-01,1.26366E-19,1.8814E+18
1573.0,2.3407E-01,1.26286E-19,1.8535E+18
1574.0,2.4145E-01,1.26206E-19,1.9131E+18
1575.0,2.3974E-01,1.26125E-19,1.9008E+18
1576.0,2.4678E-01,1.26045E-19,1.9579E+18
1577.0,2.1602E-01,1.25965E-19,1.7149E+18
1578.0,2.3516E-01,1.25886E-19,1.8680E+18
1579.0,2.3672E-01,1.25806E-19,1.8816E+18
1580.0,2.4464E-01,1.25726E-19,1.9458E+18
1581.0,2.4870E-01,1.25647E-19,1.9794E+18
1582.0,2.4195E-01,1.25567E-19,1.9269E+18
1583.0,2.4755E-01,1.25488E-19,1.9727E+18
1584.0,2.4904E-01,1.25409E-19,1.9858E+18
1585.0,2.5874E-01,1.2533E-19,2.0645E+18
1586.0,2.5569E-01,1.25251E-19,2.0414E+18
1587.0,2.5303E-01,1.25172E-19,2.0215E+18
1588.0,2.5107E-01,1.25093E-19,2.0071E+18
1589.0,2.3233E-01,1.25014E-19,1.8584E+18
1590.0,2.4179E-01,1.24936E-19,1.9353E+18
1591.0,2.4197E-01,1.24857E-19,1.9380E+18
1592.0,2.5225E-01,1.24779E-19,2.0216E+18
1593.0,2.5833E-01,1.247E-19,2.0716E+18
1594.0,2.5624E-01,1.24622E-19,2.0561E+18
1595.0,2.5823E-01,1.24544E-19,2.0734E+18
1596.0,2.4452E-01,1.24466E-19,1.9646E+18
1597.0,2.4692E-01,1.24388E-19,1.9851E+18
1598.0,2.5421E-01,1.2431E-19,2.0450E+18
1599.0,2.4202E-01,1.24232E-19,1.9481E+18
1600.0,2.3810E-01,1.24155E-19,1.9178E+18
1601.0,2.2323E-01,1.24077E-19,1.7991E+18
1602.0,2.2413E-01,1.24E-19,1.8075E+18
1603.0,2.2397E-01,1.23922E-19,1.8073E+18
1604.0,2.2842E-01,1.23845E-19,1.8444E+18
1605.0,2.3683E-01,1.23768E-19,1.9135E+18
1606.0,2.4140E-01,1.23691E-19,1.9516E+18
1607.0,2.3296E-01,1.23614E-19,1.8846E+18
1608.0,2.2990E-01,1.23537E-19,1.8610E+18
1609.0,2.2727E-01,1.2346E-19,1.8408E+18
1610.0,2.1760E-01,1.23384E-19,1.7636E+18
1611.0,2.2680E-01,1.23307E-19,1.8393E+18
1612.0,2.3076E-01,1.2323E-19,1.8726E+18
1613.0,2.3719E-01,1.23154E-19,1.9260E+18
1614.0,2.3838E-01,1.23078E-19,1.9368E+18
1615.0,2.4104E-01,1.23002E-19,1.9597E+18
1616.0,2.3050E-01,1.22925E-19,1.8751E+18
1617.0,2.3465E-01,1.22849E-19,1.9101E+18
1618.0,2.4352E-01,1.22773E-19,1.9835E+18
1619.0,2.4100E-01,1.22698E-19,1.9642E+18
1620.0,2.3449E-01,1.22622E-19,1.9123E+18
1621.0,2.3430E-01,1.22546E-19,1.9119E+18
1622.0,2.3754E-01,1.22471E-19,1.9396E+18
1623.0,2.4246E-01,1.22395E-19,1.9810E+18
1624.0,2.4269E-01,1.2232E-19,1.9841E+18
1625.0,2.3782E-01,1.22245E-19,1.9454E+18
1626.0,2.3971E-01,1.22169E-19,1.9621E+18
1627.0,2.4078E-01,1.22094E-19,1.9721E+18
1628.0,2.4126E-01,1.22019E-19,1.9772E+18
1629.0,2.4137E-01,1.21944E-19,1.9793E+18
1630.0,2.3651E-01,1.2187E-19,1.9407E+18
1631.0,2.3806E-01,1.21795E-19,1.9546E+18
1632.0,2.3821E-01,1.2172E-19,1.9570E+18
1633.0,2.3267E-01,1.21646E-19,1.9127E+18
1634.0,2.3282E-01,1.21571E-19,1.9151E+18
1635.0,2.3367E-01,1.21497E-19,1.9233E+18
1636.0,2.3539E-01,1.21423E-19,1.9386E+18
1637.0,2.2700E-01,1.21348E-19,1.8706E+18
1638.0,2.2007E-01,1.21274E-19,1.8146E+18
1639.0,2.2026E-01,1.212E-19,1.8173E+18
1640.0,2.1511E-01,1.21127E-19,1.7759E+18
1641.0,2.1960E-01,1.21053E-19,1.8141E+18
1642.0,2.2082E-01,1.20979E-19,1.8253E+18
1643.0,2.1535E-01,1.20905E-19,1.7811E+18
1644.0,2.2355E-01,1.20832E-19,1.8501E+18
1645.0,2.1822E-01,1.20758E-19,1.8071E+18
1646.0,2.1749E-01,1.20685E-19,1.8021E+18
1647.0,2.2768E-01,1.20612E-19,1.8877E+18
1648.0,2.1655E-01,1.20539E-19,1.7965E+18
1649.0,2.1867E-01,1.20465E-19,1.8152E+18
1650.0,2.2526E-01,1.20392E-19,1.8710E+18
1651.0,2.0855E-01,1.20319E-19,1.7333E+18
1652.0,2.2373E-01,1.20247E-19,1.8606E+18
1653.0,2.2277E-01,1.20174E-19,1.8537E+18
1654.0,2.1583E-01,1.20101E-19,1.7971E+18
1655.0,2.2231E-01,1.20029E-19,1.8521E+18
1656.0,2.2101E-01,1.19956E-19,1.8424E+18
1657.0,2.2223E-01,1.19884E-19,1.8537E+18
1658.0,2.2487E-01,1.19812E-19,1.8769E+18
1659.0,2.2120E-01,1.19739E-19,1.8473E+18
1660.0,2.2332E-01,1.19667E-19,1.8662E+18
1661.0,2.2384E-01,1.19595E-19,1.8716E+18
1662.0,2.1908E-01,1.19523E-19,1.8330E+18
1663.0,2.2235E-01,1.19451E-19,1.8614E+18
1664.0,2.2098E-01,1.19379E-19,1.8511E+18
1665.0,2.1178E-01,1.19308E-19,1.7751E+18
1666.0,1.7884E-01,1.19236E-19,1.4999E+18
1667.0,2.1068E-01,1.19165E-19,1.7680E+18
1668.0,2.1459E-01,1.19093E-19,1.8019E+18
1669.0,2.1516E-01,1.19022E-19,1.8077E+18
1670.0,2.2168E-01,1.18951E-19,1.8636E+18
1671.0,2.1879E-01,1.18879E-19,1.8404E+18
1672.0,2.1147E-01,1.18808E-19,1.7799E+18
1673.0,2.1629E-01,1.18737E-19,1.8216E+18
1674.0,2.1575E-01,1.18666E-19,1.8181E+18
1675.0,2.1360E-01,1.18596E-19,1.8011E+18
1676.0,2.1145E-01,1.18525E-19,1.7840E+18
1677.0,2.1229E-01,1.18454E-19,1.7922E+18
1678.0,2.0915E-01,1.18383E-19,1.7667E+18
1679.0,2.1303E-01,1.18313E-19,1.8006E+18
1680.0,2.0558E-01,1.18243E-19,1.7386E+18
1681.0,1.9447E-01,1.18172E-19,1.6456E+18
1682.0,2.0366E-01,1.18102E-19,1.7244E+18
1683.0,2.0906E-01,1.18032E-19,1.7712E+18
1684.0,1.9797E-01,1.17962E-19,1.6783E+18
1685.0,2.1321E-01,1.17892E-19,1.8085E+18
1686.0,2.1026E-01,1.17822E-19,1.7846E+18
1687.0,2.0484E-01,1.17752E-19,1.7396E+18
1688.0,2.1013E-01,1.17682E-19,1.7856E+18
1689.0,2.0718E-01,1.17612E-19,1.7615E+18
1690.0,2.0523E-01,1.17543E-19,1.7460E+18
1691.0,1.9303E-01,1.17473E-19,1.6432E+18
1692.0,2.0708E-01,1.17404E-19,1.7638E+18
1693.0,2.1134E-01,1.17335E-19,1.8012E+18
1694.0,2.0477E-01,1.17265E-19,1.7462E+18
1695.0,2.0968E-01,1.17196E-19,1.7891E+18
1696.0,2.0922E-01,1.17127E-19,1.7863E+18
1697.0,1.8107E-01,1.17058E-19,1.5468E+18
1698.0,2.0739E-01,1.16989E-19,1.7727E+18
1699.0,2.0551E-01,1.1692E-19,1.7577E+18
1700.0,1.9975E-01,1.16851E-19,1.7094E+18
1702.0,2.0396E-01,1.16714E-19,1.7475E+18
1705.0,1.9778E-01,1.16509E-19,1.6976E+18
1710.0,1.8790E-01,1.16168E-19,1.6175E+18
1715.0,1.8965E-01,1.15829E-19,1.6373E+18
1720.0,1.8698E-01,1.15493E-19,1.6190E+18
1725.0,1.7808E-01,1.15158E-19,1.5464E+18
1730.0,1.7407E-01,1.14825E-19,1.5160E+18
1735.0,1.6154E-01,1.14494E-19,1.4109E+18
1740.0,1.6818E-01,1.14165E-19,1.4731E+18
1745.0,1.5481E-01,1.13838E-19,1.3599E+18
1750.0,1.6566E-01,1.13513E-19,1.4594E+18
1755.0,1.5301E-01,1.13189E-19,1.3518E+18
1760.0,1.5998E-01,1.12868E-19,1.4174E+18
1765.0,1.3284E-01,1.12548E-19,1.1803E+18
1770.0,1.4172E-01,1.1223E-19,1.2628E+18
1775.0,1.1484E-01,1.11914E-19,1.0261E+18
1780.0,1.0050E-01,1.116E-19,9.0054E+17
1785.0,7.6981E-02,1.11287E-19,6.9173E+17
1790.0,8.8904E-02,1.10976E-19,8.0111E+17
1795.0,4.6931E-02,1.10667E-19,4.2407E+17
1800.0,3.1828E-02,1.1036E-19,2.8840E+17
1805.0,1.4815E-02,1.10054E-19,1.3462E+17
1810.0,9.6911E-03,1.0975E-19,8.8302E+16
1815.0,3.2816E-03,1.09448E-19,2.9983E+16
1820.0,9.8755E-04,1.09147E-19,9.0479E+15
1825.0,1.2744E-03,1.08848E-19,1.1708E+16
1830.0,5.2041E-06,1.08551E-19,4.7942E+13
1835.0,6.4190E-06,1.08255E-19,5.9295E+13
1840.0,6.2703E-08,1.07961E-19,5.8080E+11
1845.0,6.2658E-06,1.07668E-19,5.8196E+13
1850.0,2.9993E-06,1.07377E-19,2.7932E+13
1855.0,2.8396E-07,1.07088E-19,2.6517E+12
1860.0,1.1151E-05,1.068E-19,1.0441E+14
1865.0,1.6982E-05,1.06513E-19,1.5944E+14
1870.0,2.6662E-10,1.06229E-19,2.5099E+09
1875.0,4.5130E-10,1.05945E-19,4.2597E+09
1880.0,7.7505E-05,1.05664E-19,7.3351E+14
1885.0,4.3890E-05,1.05383E-19,4.1648E+14
1890.0,2.2333E-04,1.05104E-19,2.1248E+15
1895.0,1.2947E-04,1.04827E-19,1.2351E+15
1900.0,8.6221E-07,1.04551E-19,8.2468E+12
1905.0,5.6667E-07,1.04277E-19,5.4343E+12
1910.0,2.3045E-05,1.04004E-19,2.2158E+14
1915.0,1.9947E-05,1.03732E-19,1.9229E+14
1920.0,4.5069E-04,1.03462E-19,4.3561E+15
1925.0,9.3615E-04,1.03193E-19,9.0718E+15
1930.0,5.5242E-04,1.02926E-19,5.3671E+15
1935.0,3.5935E-03,1.0266E-19,3.5004E+16
1940.0,3.2821E-03,1.02396E-19,3.2053E+16
1945.0,1.0863E-02,1.02132E-19,1.0636E+17
1950.0,1.6727E-02,1.01871E-19,1.6420E+17
1955.0,1.0036E-02,1.0161E-19,9.8770E+16
1960.0,2.1906E-02,1.01351E-19,2.1614E+17
1965.0,2.8563E-02,1.01093E-19,2.8254E+17
1970.0,4.8847E-02,1.00836E-19,4.8442E+17
1975.0,6.7857E-02,1.00581E-19,6.7465E+17
1980.0,7.5512E-02,1.00327E-19,7.5266E+17
1985.0,8.3063E-02,1.00074E-19,8.3001E+17
1990.0,8.5613E-02,9.98229E-20,8.5765E+17
1995.0,8.1190E-02,9.95727E-20,8.1538E+17
2000.0,3.8156E-02,9.93237E-20,3.8416E+17
2005.0,1.5001E-02,9.9076E-20,1.5141E+17
2010.0,3.9748E-02,9.88296E-20,4.0219E+17
2015.0,2.6648E-02,9.85844E-20,2.7031E+17
2020.0,4.4981E-02,9.83403E-20,4.5740E+17
2025.0,7.4010E-02,9.80975E-20,7.5445E+17
2030.0,8.4856E-02,9.78559E-20,8.6715E+17
2035.0,9.6386E-02,9.76155E-20,9.8740E+17
2040.0,8.9781E-02,9.73762E-20,9.2200E+17
2045.0,9.1074E-02,9.71381E-20,9.3757E+17
2050.0,6.7927E-02,9.69012E-20,7.0099E+17
2055.0,5.4906E-02,9.66654E-20,5.6800E+17
2060.0,6.9193E-02,9.64308E-20,7.1754E+17
2065.0,6.1875E-02,9.61973E-20,6.4321E+17
2070.0,6.5676E-02,9.5965E-20,6.8437E+17
2075.0,7.7443E-02,9.57337E-20,8.0894E+17
2080.0,8.6812E-02,9.55036E-20,9.0899E+17
2085.0,8.5102E-02,9.52746E-20,8.9323E+17
2090.0,8.9100E-02,9.50466E-20,9.3743E+17
2095.0,8.9747E-02,9.48198E-20,9.4650E+17
2100.0,8.6133E-02,9.4594E-20,9.1055E+17
2105.0,9.3153E-02,9.43693E-20,9.8711E+17
2110.0,8.9654E-02,9.41457E-20,9.5229E+17
2115.0,9.1673E-02,9.39232E-20,9.7604E+17
2120.0,8.7588E-02,9.37016E-20,9.3475E+17
2125.0,8.8632E-02,9.34812E-20,9.4813E+17
2130.0,8.9774E-02,9.32617E-20,9.6260E+17
2135.0,9.0044E-02,9.30433E-20,9.6776E+17
2140.0,9.0767E-02,9.28259E-20,9.7782E+17
2145.0,8.9486E-02,9.26095E-20,9.6627E+17
2150.0,8.4639E-02,9.23942E-20,9.1606E+17
2155.0,8.4840E-02,9.21798E-20,9.2038E+17
2160.0,8.4170E-02,9.19664E-20,9.1523E+17
2165.0,7.6310E-02,9.1754E-20,8.3168E+17
2170.0,8.1996E-02,9.15426E-20,8.9571E+17
2175.0,8.0448E-02,9.13322E-20,8.8083E+17
2180.0,8.1808E-02,9.11227E-20,8.9778E+17
2185.0,7.4550E-02,9.09142E-20,8.2000E+17
2190.0,7.9068E-02,9.07066E-20,8.7169E+17
2195.0,7.8992E-02,9.05E-20,8.7284E+17
2200.0,7.1202E-02,9.02943E-20,7.8855E+17
2205.0,7.4010E-02,9.00896E-20,8.2152E+17
2210.0,7.9315E-02,8.98857E-20,8.8240E+17
2215.0,7.6273E-02,8.96828E-20,8.5047E+17
2220.0,7.7730E-02,8.94808E-20,8.6868E+17
2225.0,7.5453E-02,8.92798E-20,8.4513E+17
2230.0,7.5773E-02,8.90796E-20,8.5062E+17
2235.0,7.4299E-02,8.88803E-20,8.3594E+17
2240.0,7.3118E-02,8.86819E-20,8.2450E+17
2245.0,7.0838E-02,8.84844E-20,8.0057E+17
2250.0,7.1937E-02,8.82878E-20,8.1480E+17
2255.0,6.7690E-02,8.8092E-20,7.6840E+17
2260.0,6.6929E-02,8.78971E-20,7.6145E+17
2265.0,6.8137E-02,8.77031E-20,7.7691E+17
2270.0,6.4867E-02,8.75099E-20,7.4125E+17
2275.0,6.4021E-02,8.73176E-20,7.3320E+17
2280.0,6.6288E-02,8.71261E-20,7.6083E+17
2285.0,6.3080E-02,8.69354E-20,7.2560E+17
2290.0,6.3220E-02,8.67456E-20,7.2880E+17
2295.0,6.1265E-02,8.65566E-20,7.0780E+17
2300.0,5.8824E-02,8.63685E-20,6.8108E+17
2305.0,5.9171E-02,8.61811E-20,6.8659E+17
2310.0,6.3870E-02,8.59946E-20,7.4272E+17
2315.0,5.8141E-02,8.58088E-20,6.7756E+17
2320.0,5.2031E-02,8.56239E-20,6.0767E+17
2325.0,5.6215E-02,8.54398E-20,6.5795E+17
2330.0,5.6824E-02,8.52564E-20,6.6651E+17
2335.0,5.7967E-02,8.50739E-20,6.8137E+17
2340.0,4.5836E-02,8.48921E-20,5.3993E+17
2345.0,5.1400E-02,8.47111E-20,6.0677E+17
2350.0,4.1536E-02,8.45308E-20,4.9137E+17
2355.0,4.7473E-02,8.43514E-20,5.6280E+17
2360.0,5.0237E-02,8.41727E-20,5.9683E+17
2365.0,4.9409E-02,8.39947E-20,5.8824E+17
2370.0,3.0817E-02,8.38175E-20,3.6767E+17
2375.0,4.4147E-02,8.3641E-20,5.2782E+17
2380.0,4.2552E-02,8.34653E-20,5.0982E+17
2385.0,3.0826E-02,8.32903E-20,3.7010E+17
2390.0,3.7109E-02,8.31161E-20,4.4647E+17
2395.0,4.0594E-02,8.29426E-20,4.8942E+17
2400.0,4.4150E-02,8.27698E-20,5.3341E+17
2405.0,3.3599E-02,8.25977E-20,4.0678E+17
2410.0,3.3813E-02,8.24263E-20,4.1022E+17
2415.0,2.7300E-02,8.22557E-20,3.3189E+17
2420.0,2.6590E-02,8.20857E-20,3.2393E+17
2425.0,3.3078E-02,8.19165E-20,4.0380E+17
2430.0,4.5099E-02,8.17479E-20,5.5168E+17
2435.0,1.4878E-02,8.15801E-20,1.8237E+17
2440.0,4.3249E-02,8.14129E-20,5.3123E+17
2445.0,2.0798E-02,8.12464E-20,2.5599E+17
2450.0,1.3611E-02,8.10806E-20,1.6787E+17
2455.0,2.4853E-02,8.09155E-20,3.0715E+17
2460.0,3.3363E-02,8.0751E-20,4.1316E+17
2465.0,2.4148E-02,8.05872E-20,2.9965E+17
2470.0,1.6727E-02,8.04241E-20,2.0798E+17
2475.0,1.6455E-02,8.02616E-20,2.0502E+17
2480.0,8.0395E-03,8.00998E-20,1.0037E+17
2485.0,5.6102E-03,7.99386E-20,7.0181E+16
2490.0,3.5113E-03,7.97781E-20,4.4013E+16
2495.0,2.8772E-03,7.96182E-20,3.6137E+16
2500.0,7.0642E-03,7.9459E-20,8.8904E+16
2505.0,1.5191E-03,7.93004E-20,1.9156E+16
2510.0,2.2163E-03,7.91424E-20,2.8004E+16
2515.0,5.1880E-04,7.89851E-20,6.5683E+15
2520.0,3.7054E-04,7.88284E-20,4.7006E+15
2525.0,4.1393E-05,7.86723E-20,5.2614E+14
2530.0,6.3593E-07,7.85168E-20,8.0993E+12
2535.0,1.7502E-07,7.83619E-20,2.2335E+12
2540.0,3.7716E-07,7.82077E-20,4.8225E+12
2545.0,5.3758E-11,7.8054E-20,6.8873E+08
2550.0,2.8222E-13,7.7901E-20,3.6228E+06
2555.0,1.0435E-09,7.77485E-20,1.3421E+10
2560.0,3.1020E-11,7.75967E-20,3.9976E+08
2565.0,1.5955E-14,7.74454E-20,2.0602E+05
2570.0,1.5258E-18,7.72947E-20,1.9740E+01
2575.0,1.0786E-27,7.71447E-20,1.3982E-08
2580.0,3.8214E-22,7.69951E-20,4.9632E-03
2585.0,1.7194E-34,7.68462E-20,2.2375E-15
2590.0,5.4793E-31,7.66979E-20,7.1440E-12
2595.0,2.2838E-33,7.65501E-20,2.9834E-14
2600.0,4.4912E-28,7.64029E-20,5.8783E-09
2605.0,5.8053E-35,7.62562E-20,7.6129E-16
2610.0,5.9447E-34,7.61101E-20,7.8107E-15
2615.0,1.1196E-37,7.59646E-20,1.4738E-18
2620.0,5.6505E-29,7.58196E-20,7.4526E-10
2625.0,3.8687E-28,7.56752E-20,5.1122E-09
2630.0,2.8026E-45,7.55314E-20,3.7105E-26
2635.0,3.9027E-16,7.5388E-20,5.1768E+03
2640.0,1.1750E-16,7.52453E-20,1.5616E+03
2645.0,8.9988E-19,7.5103E-20,1.1982E+01
2650.0,1.4295E-19,7.49613E-20,1.9070E+00
2655.0,1.3133E-27,7.48201E-20,1.7553E-08
2660.0,2.6068E-25,7.46795E-20,3.4906E-06
2665.0,1.1123E-37,7.45394E-20,1.4922E-18
2670.0,0.0000E+00,7.43998E-20,0.0000E+00
2675.0,0.0000E+00,7.42607E-20,0.0000E+00
2680.0,0.0000E+00,7.41222E-20,0.0000E+00
2685.0,0.0000E+00,7.39842E-20,0.0000E+00
2690.0,1.0226E-29,7.38466E-20,1.3848E-10
2695.0,7.1284E-33,7.37096E-20,9.6709E-14
2700.0,0.0000E+00,7.35731E-20,0.0000E+00
2705.0,2.9315E-42,7.34371E-20,3.9918E-23
2710.0,1.1250E-35,7.33017E-20,1.5348E-16
2715.0,3.8557E-26,7.31667E-20,5.2697E-07
2720.0,5.6052E-45,7.30322E-20,7.6750E-26
2725.0,7.2935E-22,7.28982E-20,1.0005E-02
2730.0,6.0734E-19,7.27646E-20,8.3466E+00
2735.0,5.4888E-21,7.26316E-20,7.5570E-02
2740.0,2.3314E-27,7.24991E-20,3.2158E-08
2745.0,1.3146E-23,7.2367E-20,1.8166E-04
2750.0,1.6648E-28,7.22354E-20,2.3047E-09
2755.0,6.7262E-44,7.21043E-20,9.3284E-25
2760.0,0.0000E+00,7.19737E-20,0.0000E+00
2765.0,2.6777E-27,7.18436E-20,3.7271E-08
2770.0,8.3791E-24,7.17139E-20,1.1684E-04
2775.0,3.9990E-38,7.15847E-20,5.5864E-19
2780.0,4.8067E-34,7.14559E-20,6.7268E-15
2785.0,3.8866E-27,7.13276E-20,5.4489E-08
2790.0,1.2170E-16,7.11998E-20,1.7093E+03
2795.0,3.6205E-16,7.10724E-20,5.0941E+03
2800.0,1.6484E-12,7.09455E-20,2.3235E+07
2805.0,6.7478E-14,7.08191E-20,9.5282E+05
2810.0,4.0233E-10,7.06931E-20,5.6912E+09
2815.0,2.8685E-10,7.05675E-20,4.0649E+09
2820.0,2.0548E-11,7.04424E-20,2.9170E+08
2825.0,1.7605E-07,7.03177E-20,2.5036E+12
2830.0,3.9008E-06,7.01935E-20,5.5572E+13
2835.0,2.1276E-10,7.00697E-20,3.0364E+09
2840.0,1.9609E-07,6.99463E-20,2.8034E+12
2845.0,4.0575E-05,6.98234E-20,5.8111E+14
2850.0,1.1566E-06,6.97009E-20,1.6594E+13
2855.0,4.4867E-07,6.95788E-20,6.4484E+12
2860.0,2.5356E-05,6.94572E-20,3.6506E+14
